,0,1
22142,Again,33
22143,Exchange,44
22144,Locked Away,6
22145,Out Of The Woods,18
22146,Where Ya At,28
22147,Irresistible,48
22148,Where Are U Now,8
22149,Focus,7
22150,Home Alone Tonight,51
22151,Adventure Of A Lifetime,39
22152,Back To Sleep,53
22153,Gonna Know We Were Here,54
22154,Stay A Little Longer,55
22155,Back Up,47
22156,I Love This Life,57
22157,I Got The Boy,58
22158,Do It Like Me,45
22159,Best Friend,60
22160,Used To Love You,52
22161,Good To Be Alive (Hallelujah),62
22162,Big Rings,52
22163,New Americana,60
22164,WTF (Where They From),22
22165,Get Ugly,66
22166,I'll Show You,19
22167,The Fix,62
22168,Backroad Song,69
22169,Downtown,12
22170,Beautiful Drug,71
22171,Gonna,54
22172,Dessert,73
22173,Break On Me.,74
22174,Dibs,75
22175,Heartbeat,76
22176,$ave Dat Money,71
22177,Right Hand,58
22178,Top Of The World,73
22179,Sorry Not Sorry,77
22180,Oui,81
22181,Lay It All On Me,48
22182,Really Really,79
22183,Mr. Misunderstood,84
22184,Come Get Her,56
22185,Watch Out,85
22186,Sugar,87
22187,Hollow,80
22188,Play No Games,84
22189,Let It Go,90
22190,Confession,91
22191,We Went,92
22192,2 Phones,93
22193,RGF Island,57
22194,Smoke Break,43
22195,Ginza,84
22196,Nobody To Blame,97
22197,You Should Be Here,69
22198,Blase,63
22199,Tennessee Whiskey,20
22200,Sorry,1
22201,Hello,1
22202,Love Yourself,3
22203,Stressed Out,4
22204,Same Old Love,5
22205,Here,6
22206,Hotline Bling,2
22207,Stitches,4
22208,Like I'm Gonna Lose You,8
22209,What Do You Mean?,1
22210,Roses,11
22211,Jumpman,12
22212,Don't,13
22213,The Hills,1
22214,In The Night,12
22215,White Iverson,14
22216,Antidote,16
22217,679,4
22218,"Me, Myself & I",19
22219,I Know What You Did Last Summer,20
22220,On My Mind,13
22221,Cake By The Ocean,22
22222,My House,23
22223,Die A Happy Man,21
22224,Ex's & Oh's,10
22225,Say It,26
22226,Can't Feel My Face,1
22227,Wildest Dreams,5
22228,Watch Me,3
22229,Confident,21
22230,Hide Away,31
22231,Lean On,4
22232,Break Up In A Small Town,29
22233,One Call Away,34
22234,Perfect,10
22235,Down In The DM,36
22236,Hands To Myself,37
22237,See You Again,1
22238,Trap Queen,2
22239,Lazarus,40
22240,When We Were Young,22
22241,Space Oddity,15
22242,No Role Modelz,36
22243,Exchange,44
22244,Under Pressure,29
22245,Stand By You,38
22246,Again,33
22247,Home Alone Tonight,48
22248,Locked Away,6
22249,Adventure Of A Lifetime,39
22250,Back To Sleep,51
22251,Best Friend,52
22252,Focus,7
22253,Stay A Little Longer,54
22254,Out Of The Woods,18
22255,I Got The Boy,56
22256,Irresistible,48
22257,Do It Like Me,45
22258,I Love This Life,57
22259,Back Up,47
22260,Gonna Know We Were Here,54
22261,Get Ugly,62
22262,Big Rings,52
22263,Oui,64
22264,Backroad Song,65
22265,The Fix,62
22266,I'll Show You,19
22267,Sugar,68
22268,Beautiful Drug,69
22269,Heartbeat,70
22270,2 Phones,71
22271,Break On Me.,72
22272,WTF (Where They From),22
22273,Sorry Not Sorry,74
22274,Dibs,75
22275,New Americana,60
22276,$ave Dat Money,71
22277,Blackstar,78
22278,Dessert,73
22279,Used To Love You,52
22280,Good To Be Alive (Hallelujah),62
22281,You Should Be Here,69
22282,Really Really,79
22283,Confession,84
22284,Watch Out,85
22285,Mr. Misunderstood,84
22286,Let It Go,87
22287,Lay It All On Me,48
22288,Play No Games,84
22289,Hollow,80
22290,Right Hand,58
22291,Gonna,54
22292,We Went,92
22293,Drunk On Your Love,94
22294,RGF Island,57
22295,Come Get Her,56
22296,Nobody To Blame,97
22297,Bang My Head,98
22298,Blase,63
22299,Ginza,84
22300,Love Yourself,1
22301,Sorry,1
22302,Stressed Out,3
22303,Hello,1
22304,My House,5
22305,Roses,6
22306,Hands To Myself,7
22307,Same Old Love,5
22308,Work,9
22309,Here,5
22310,Stitches,4
22311,"Me, Myself & I",12
22312,In The Night,12
22313,Hotline Bling,2
22314,Like I'm Gonna Lose You,8
22315,Don't,13
22316,What Do You Mean?,1
22317,Cake By The Ocean,18
22318,White Iverson,14
22319,Jumpman,12
22320,The Hills,1
22321,One Call Away,22
22322,Antidote,16
22323,Hide Away,24
22324,I Know What You Did Last Summer,20
22325,Die A Happy Man,21
22326,Say It,23
22327,679,4
22328,When We Were Young,22
22329,Break Up In A Small Town,29
22330,Ex's & Oh's,10
22331,On My Mind,13
22332,Down In The DM,31
22333,Wildest Dreams,5
22334,Can't Feel My Face,1
22335,Lean On,4
22336,Stand By You,37
22337,Home Alone Tonight,38
22338,Watch Me,3
22339,Exchange,39
22340,See You Again,1
22341,No Role Modelz,36
22342,Perfect,10
22343,Out Of The Woods,18
22344,Adventure Of A Lifetime,39
22345,Again,33
22346,Confident,21
22347,Back To Sleep,48
22348,Best Friend,45
22349,Stay A Little Longer,46
22350,Irresistible,48
22351,Get Ugly,52
22352,Oui,53
22353,Sugar,54
22354,Backroad Song,55
22355,Bake Sale,56
22356,7 Years,57
22357,Heartbeat,58
22358,I Took A Pill In Ibiza,59
22359,You Should Be Here,60
22360,Break On Me.,61
22361,Drunk On Your Love,62
22362,Beautiful Drug,63
22363,Watch Out,64
22364,Walking On A Dream,65
22365,Dibs,66
22366,2 Phones,62
22367,I Love This Life,56
22368,Confession,69
22369,Good To Be Alive (Hallelujah),62
22370,Big Rings,52
22371,We Went,72
22372,I Got The Boy,56
22373,The Fix,62
22374,Let It Go,75
22375,Nobody To Blame,76
22376,Sorry Not Sorry,67
22377,Do It Like Me,45
22378,Bang My Head,79
22379,$ave Dat Money,71
22380,Something In The Way You Move,81
22381,Really Really,76
22382,Back Up,47
22383,WTF (Where They From),22
22384,Mr. Misunderstood,84
22385,Hollow,80
22386,I Like The Sound Of That,87
22387,Middle,88
22388,Focus,7
22389,Dessert,68
22390,My Church,91
22391,Play No Games,84
22392,Gonna Know We Were Here,54
22393,Country Nation,94
22394,Humble And Kind,95
22395,Emperor's New Clothes,68
22396,Bottom Of The Bottle,97
22397,Somewhere On A Beach,98
22398,Acquainted,60
22399,Snapback,100
22400,Pillowtalk,1
22401,Love Yourself,1
22402,Sorry,1
22403,Stressed Out,3
22404,Hello,1
22405,Summer Sixteen,6
22406,Work,7
22407,My House,5
22408,Roses,6
22409,"Me, Myself & I",10
22410,Stitches,4
22411,Here,5
22412,Hands To Myself,7
22413,Cake By The Ocean,14
22414,Same Old Love,5
22415,In The Night,12
22416,One Call Away,17
22417,Hotline Bling,2
22418,Don't,13
22419,Like I'm Gonna Lose You,8
22420,What Do You Mean?,1
22421,Jumpman,12
22422,The Hills,1
22423,White Iverson,14
22424,Hide Away,24
22425,I Know What You Did Last Summer,20
22426,Say It,23
22427,Antidote,16
22428,When We Were Young,22
22429,Die A Happy Man,21
22430,679,4
22431,Ex's & Oh's,10
22432,Break Up In A Small Town,29
22433,On My Mind,13
22434,Wildest Dreams,5
22435,Adventure Of A Lifetime,36
22436,Stand By You,37
22437,Watch Me,3
22438,Down In The DM,31
22439,Home Alone Tonight,38
22440,Lean On,4
22441,Can't Feel My Face,1
22442,7 Years,43
22443,Exchange,39
22444,See You Again,1
22445,2 Phones,46
22446,No Role Modelz,36
22447,I Took A Pill In Ibiza,48
22448,Out Of The Woods,18
22449,Again,33
22450,Back To Sleep,48
22451,Best Friend,45
22452,Oui,53
22453,Perfect,10
22454,Backroad Song,55
22455,Get Ugly,52
22456,You Should Be Here,57
22457,Heartbeat,58
22458,Really Really,59
22459,Sugar,54
22460,Drunk On Your Love,61
22461,Break On Me.,61
22462,Beautiful Drug,63
22463,Irresistible,48
22464,Stay A Little Longer,46
22465,Dibs,66
22466,Confident,21
22467,Hymn For The Weekend,68
22468,Confession,69
22469,Something In The Way You Move,70
22470,My Church,71
22471,We Went,72
22472,Big Rings,52
22473,Watch Out,64
22474,I Love This Life,56
22475,Bang My Head,76
22476,Nobody To Blame,76
22477,We Don't Talk Anymore,78
22478,Middle,79
22479,Let It Go,75
22480,I Like The Sound Of That,81
22481,$ave Dat Money,71
22482,Sorry Not Sorry,67
22483,Good To Be Alive (Hallelujah),62
22484,Youth,85
22485,Hollow,80
22486,The Fix,62
22487,Snapback,88
22488,Walking On A Dream,65
22489,Do It Like Me,45
22490,Needed Me,91
22491,History,65
22492,Dessert,68
22493,Country Nation,94
22494,WTF (Where They From),22
22495,Back Up,47
22496,Jam,97
22497,Acquainted,60
22498,Alive,56
22499,Play No Games,84
22500,Work,1
22501,Love Yourself,1
22502,Stressed Out,2
22503,Sorry,1
22504,My House,5
22505,Pillowtalk,1
22506,Hello,1
22507,"Me, Myself & I",8
22508,Roses,6
22509,Cake By The Ocean,10
22510,Hands To Myself,7
22511,One Call Away,12
22512,Stitches,4
22513,When We Were Young,14
22514,In The Night,12
22515,Don't,13
22516,Same Old Love,5
22517,Down In The DM,18
22518,Hotline Bling,2
22519,7 Years,20
22520,Here,5
22521,Uptown Funk!,1
22522,Jumpman,12
22523,I Took A Pill In Ibiza,24
22524,What Do You Mean?,1
22525,Hide Away,24
22526,The Hills,1
22527,Adventure Of A Lifetime,13
22528,Like I'm Gonna Lose You,8
22529,Say It,23
22530,Summer Sixteen,6
22531,Can't Feel My Face,1
22532,Ex's & Oh's,10
22533,679,4
22534,Die A Happy Man,21
22535,Antidote,16
22536,I Know What You Did Last Summer,20
22537,Let It Go,38
22538,White Iverson,14
22539,2 Phones,40
22540,Stand By You,37
22541,Heartbeat,42
22542,Exchange,39
22543,See You Again,1
22544,Oui,45
22545,Wildest Dreams,5
22546,Break Up In A Small Town,29
22547,On My Mind,13
22548,Lean On,4
22549,Back To Sleep,48
22550,Best Friend,45
22551,Home Alone Tonight,38
22552,Out Of The Woods,18
22553,Make Me Like You,54
22554,You Should Be Here,54
22555,Sugar,54
22556,Backroad Song,49
22557,Get Ugly,52
22558,Low Life,52
22559,Dibs,58
22560,Drunk On Your Love,59
22561,Something In The Way You Move,62
22562,My Church,63
22563,Beautiful Drug,60
22564,Jimmy Choo,65
22565,Break On Me.,61
22566,Really Really,59
22567,Hollow,68
22568,Confession,68
22569,Middle,70
22570,We Went,71
22571,Perfect,10
22572,Nobody To Blame,73
22573,Needed Me,74
22574,Confident,21
22575,Stay A Little Longer,46
22576,All I Ask,77
22577,I Like The Sound Of That,78
22578,Snapback,79
22579,Youth,80
22580,Cheap Thrills,81
22581,Acquainted,60
22582,Never Forget You,83
22583,Sorry Not Sorry,67
22584,Might Be,85
22585,Think Of You,86
22586,Somewhere On A Beach,87
22587,Humble And Kind,88
22588,Little Bit Of You,89
22589,Good To Be Alive (Hallelujah),62
22590,Watch Out,64
22591,Promise,92
22592,Bang My Head,76
22593,Irresistible,48
22594,$ave Dat Money,71
22595,History,65
22596,Do It Like Me,45
22597,That Don't Sound Like You,98
22598,I Love This Life,56
22599,Dessert,68
22600,Work,1
22601,Love Yourself,1
22602,Stressed Out,2
22603,Sorry,1
22604,My House,5
22605,Pillowtalk,1
22606,"Me, Myself & I",7
22607,Hello,1
22608,Cake By The Ocean,9
22609,Roses,6
22610,Hands To Myself,7
22611,7 Years,12
22612,Down In The DM,13
22613,One Call Away,12
22614,I Took A Pill In Ibiza,15
22615,Stitches,4
22616,Don't,13
22617,When We Were Young,14
22618,In The Night,12
22619,Same Old Love,5
22620,Hotline Bling,2
22621,The Hills,1
22622,Hide Away,23
22623,Jumpman,12
22624,What Do You Mean?,1
22625,Here,5
22626,Say It,23
22627,Oui,28
22628,2 Phones,29
22629,679,4
22630,Like I'm Gonna Lose You,8
22631,Summer Sixteen,6
22632,Adventure Of A Lifetime,13
22633,Ex's & Oh's,10
22634,Let It Go,35
22635,Back To Sleep,36
22636,Exchange,37
22637,Can't Feel My Face,1
22638,Die A Happy Man,21
22639,Antidote,16
22640,Stand By You,37
22641,White Iverson,14
22642,Something In The Way You Move,43
22643,Heartbeat,42
22644,See You Again,1
22645,Wildest Dreams,5
22646,Sugar,47
22647,Best Friend,45
22648,Lean On,4
22649,You Should Be Here,50
22650,I Know What You Did Last Summer,20
22651,Drunk On Your Love,52
22652,Low Life,52
22653,Break On Me.,54
22654,My Church,55
22655,Home Alone Tonight,38
22656,Middle,57
22657,Never Forget You,58
22658,Beautiful Drug,59
22659,Backroad Song,49
22660,Really Really,59
22661,Confession,62
22662,We Went,63
22663,Needed Me,64
22664,Get Ugly,52
22665,Jimmy Choo,65
22666,Youth,67
22667,Make Me Like You,54
22668,Dibs,58
22669,Nobody To Blame,70
22670,Snapback,71
22671,I Like The Sound Of That,72
22672,Humble And Kind,73
22673,Think Of You,74
22674,Lost Boy,75
22675,Acquainted,60
22676,Out Of The Woods,18
22677,Somewhere On A Beach,78
22678,Perfect,10
22679,Might Be,80
22680,Don't Let Me Down,81
22681,Promise,82
22682,Little Bit Of You,83
22683,Hollow,68
22684,Mind Reader,85
22685,Sorry Not Sorry,67
22686,Look At My Dab,87
22687,The Sound Of Silence,88
22688,Watch Out,64
22689,Walking On A Dream,65
22690,Wild Things,91
22691,That Don't Sound Like You,92
22692,Saved,93
22693,Cut It,94
22694,$ave Dat Money,71
22695,Panda,96
22696,Cheap Thrills,81
22697,History,65
22698,I Love This Life,56
22699,Might Not,100
22700,Work,1
22701,Love Yourself,1
22702,Stressed Out,2
22703,My House,4
22704,7 Years,5
22705,Pillowtalk,1
22706,"Me, Myself & I",7
22707,Sorry,1
22708,Cake By The Ocean,9
22709,I Took A Pill In Ibiza,10
22710,No,11
22711,Hello,1
22712,Hands To Myself,7
22713,Roses,6
22714,One Call Away,12
22715,Work From Home,12
22716,Stitches,4
22717,Down In The DM,13
22718,Don't,13
22719,Piece By Piece,8
22720,2 Phones,21
22721,Never Forget You,22
22722,Jumpman,12
22723,The Hills,1
22724,Back To Sleep,20
22725,Exchange,26
22726,Hotline Bling,2
22727,When We Were Young,14
22728,Summer Sixteen,6
22729,Say It,23
22730,Middle,31
22731,Here,5
22732,Oui,27
22733,What Do You Mean?,1
22734,Same Old Love,5
22735,In The Night,12
22736,Hide Away,23
22737,You Should Be Here,38
22738,679,4
22739,Ex's & Oh's,10
22740,Die A Happy Man,21
22741,Like I'm Gonna Lose You,8
22742,Low Life,43
22743,Sugar,44
22744,Can't Feel My Face,1
22745,White Iverson,14
22746,Stand By You,37
22747,Heartbeat,42
22748,Drunk On Your Love,49
22749,Let It Go,35
22750,My Church,51
22751,Something In The Way You Move,43
22752,Adventure Of A Lifetime,13
22753,Came Here To Forget,54
22754,Beautiful Drug,55
22755,Best Friend,45
22756,Humble And Kind,57
22757,Youth,58
22758,Really Really,59
22759,Confession,60
22760,Somewhere On A Beach,61
22761,Snapback,62
22762,Don't Let Me Down,63
22763,Think Of You,64
22764,Backroad Song,49
22765,Try Everything,66
22766,I Like The Sound Of That,67
22767,Needed Me,64
22768,Wild Things,69
22769,Home Alone Tonight,38
22770,I Know What You Did Last Summer,20
22771,Panda,72
22772,New Romantics,71
22773,Jimmy Choo,65
22774,We Went,60
22775,The Sound Of Silence,76
22776,Acquainted,60
22777,Nobody To Blame,70
22778,Untitled 02 l 06.23.2014.,79
22779,Cut It,80
22780,Break On Me.,54
22781,Might Be,78
22782,American Country Love Song,83
22783,T-Shirt,84
22784,Promise,82
22785,Little Bit Of You,82
22786,Lost Boy,75
22787,Mind Reader,84
22788,Company,53
22789,Untitled 07 l Levitate,90
22790,Watch Out,64
22791,Cheap Thrills,81
22792,That Don't Sound Like You,88
22793,Might Not,94
22794,Saved,90
22795,Something New,96
22796,Get Ugly,52
22797,Head Over Boots,97
22798,Sorry Not Sorry,67
22799,Gotta Lotta,100
22800,Work,1
22801,Love Yourself,1
22802,7 Years,3
22803,Stressed Out,2
22804,My House,4
22805,Pillowtalk,1
22806,"Me, Myself & I",7
22807,Sorry,1
22808,Cake By The Ocean,9
22809,Dangerous Woman,10
22810,I Took A Pill In Ibiza,10
22811,No,11
22812,Work From Home,12
22813,One Call Away,12
22814,Hands To Myself,7
22815,Hello,1
22816,Roses,6
22817,2 Phones,18
22818,Never Forget You,19
22819,Stitches,4
22820,Don't,13
22821,Down In The DM,13
22822,Youth,23
22823,Jumpman,12
22824,The Hills,1
22825,Middle,26
22826,Oui,27
22827,Hotline Bling,2
22828,Back To Sleep,20
22829,Exchange,26
22830,Summer Sixteen,6
22831,You Should Be Here,32
22832,Panda,33
22833,When We Were Young,14
22834,Low Life,35
22835,What Do You Mean?,1
22836,Say It,23
22837,Let It Go,35
22838,Here,5
22839,679,4
22840,Hide Away,23
22841,Came Here To Forget,42
22842,Die A Happy Man,21
22843,Drunk On Your Love,44
22844,Same Old Love,5
22845,Like I'm Gonna Lose You,8
22846,In The Night,12
22847,Ex's & Oh's,10
22848,White Iverson,14
22849,Can't Feel My Face,1
22850,Sugar,44
22851,Beautiful Drug,52
22852,My Church,51
22853,Don't Let Me Down,54
22854,Like I Would,55
22855,Heartbeat,42
22856,Best Friend,45
22857,Humble And Kind,57
22858,Somewhere On A Beach,59
22859,Confession,60
22860,Stand By You,37
22861,Really Really,59
22862,Try Everything,63
22863,Snapback,62
22864,Adventure Of A Lifetime,13
22865,Wild Things,66
22866,I Like The Sound Of That,67
22867,Think Of You,64
22868,New Romantics,69
22869,Piece By Piece,8
22870,Needed Me,64
22871,Something In The Way You Move,43
22872,The Sound Of Silence,73
22873,Cut It,74
22874,Promise,75
22875,Acquainted,60
22876,Company,53
22877,Jimmy Choo,65
22878,Lost Boy,75
22879,T-Shirt,80
22880,Nobody To Blame,70
22881,I Know What You Did Last Summer,20
22882,Might Not,83
22883,Might Be,78
22884,Home Alone Tonight,38
22885,Mind Reader,84
22886,Cheap Thrills,81
22887,Little Bit Of You,82
22888,Backroad Song,49
22889,Saved,90
22890,We Went,60
22891,That Don't Sound Like You,88
22892,Something New,93
22893,Head Over Boots,94
22894,Sorry Not Sorry,67
22895,Ride,96
22896,Make Me Like You,54
22897,Light It Up,98
22898,Break On Me.,54
22899,Fast Car,100
22900,Work,1
22901,7 Years,2
22902,Love Yourself,1
22903,My House,4
22904,Stressed Out,2
22905,No,6
22906,"Me, Myself & I",7
22907,Pillowtalk,1
22908,Cake By The Ocean,9
22909,I Took A Pill In Ibiza,10
22910,Sorry,1
22911,Work From Home,12
22912,Dangerous Woman,10
22913,One Call Away,12
22914,Hands To Myself,7
22915,Roses,6
22916,Never Forget You,17
22917,2 Phones,18
22918,Hello,1
22919,Middle,20
22920,Panda,21
22921,Stitches,4
22922,Don't,13
22923,Oui,24
22924,Down In The DM,13
22925,Exchange,26
22926,Jumpman,12
22927,The Hills,1
22928,Low Life,29
22929,Back To Sleep,20
22930,Don't Let Me Down,31
22931,You Should Be Here,32
22932,Summer Sixteen,6
22933,Hotline Bling,2
22934,Let It Go,35
22935,Youth,23
22936,What Do You Mean?,1
22937,Say It,23
22938,679,4
22939,Drunk On Your Love,40
22940,Like I'm Gonna Lose You,8
22941,Team,42
22942,Be Alright,43
22943,Die A Happy Man,21
22944,White Iverson,14
22945,Hide Away,23
22946,Here,5
22947,Same Old Love,5
22948,Ex's & Oh's,10
22949,When We Were Young,14
22950,Humble And Kind,51
22951,In The Night,12
22952,My Church,51
22953,Somewhere On A Beach,54
22954,Confession,55
22955,I Like The Sound Of That,56
22956,Think Of You,57
22957,Wild Things,58
22958,Really Really,59
22959,Snapback,60
22960,Came Here To Forget,42
22961,New Romantics,62
22962,Sugar,44
22963,Needed Me,64
22964,Best Friend,45
22965,Company,53
22966,Lost Boy,67
22967,Cut It,68
22968,The Sound Of Silence,69
22969,Promise,70
22970,Cheap Thrills,71
22971,Beautiful Drug,52
22972,Acquainted,60
22973,T-Shirt,74
22974,Heartbeat,42
22975,Adventure Of A Lifetime,13
22976,Stand By You,37
22977,Piece By Piece,8
22978,Jimmy Choo,65
22979,Make Me Like You,54
22980,Might Not,81
22981,Nobody To Blame,70
22982,Might Be,78
22983,Mind Reader,84
22984,Little Bit Of You,82
22985,Try Everything,63
22986,Something In The Way You Move,43
22987,I Know What You Did Last Summer,20
22988,Saved,89
22989,That Don't Sound Like You,88
22990,Home Alone Tonight,38
22991,Head Over Boots,92
22992,Like I Would,55
22993,Backroad Song,49
22994,Light It Up,95
22995,Ride,96
22996,Something New,93
22997,Body,98
22998,Sorry Not Sorry,67
22999,Fast Car,100
23000,Work,1
23001,7 Years,2
23002,No,3
23003,Pillowtalk,1
23004,Panda,5
23005,Love Yourself,1
23006,My House,4
23007,I Took A Pill In Ibiza,8
23008,Work From Home,9
23009,"Me, Myself & I",7
23010,Stressed Out,2
23011,Cake By The Ocean,9
23012,Dangerous Woman,10
23013,Sorry,1
23014,Never Forget You,15
23015,Pop Style,16
23016,2 Phones,17
23017,Hands To Myself,7
23018,Oui,19
23019,One Call Away,12
23020,One Dance,21
23021,Don't Let Me Down,22
23022,Jumpman,12
23023,Middle,20
23024,Hello,1
23025,Roses,6
23026,Stitches,4
23027,Don't,13
23028,Low Life,28
23029,Humble And Kind,30
23030,Exchange,26
23031,Down In The DM,13
23032,Close,27
23033,Famous,34
23034,You Should Be Here,31
23035,Die A Happy Man,21
23036,Father Stretch My Hands Pt. 1,37
23037,Let It Go,30
23038,Somewhere On A Beach,39
23039,Came Here To Forget,40
